,geometry
11802,POINT (30.2602968516303 59.8403259)
11803,POINT (30.3097871245202 60.01392095)
11806,POINT (30.4268423 59.72632710000001)
11807,POINT (30.2223745 59.9401899)
11809,POINT (30.4210329130528 60.02419715)
11811,POINT (30.4214637613822 59.83736210000001)
11812,POINT (30.3222822 60.0389265)
11813,POINT (30.3586229 59.91891920000001)
11814,POINT (30.2106504 59.9955366)
11818,POINT (30.4629619860258 59.92971255)
11819,POINT (30.2252247 59.94694300000001)
11821,POINT (30.3684231044107 60.0243934)
11823,POINT (30.3625254 59.9410244)
11824,POINT (30.35093459958651 59.9301588)
11825,POINT (30.435935202596 59.88078145)
11826,POINT (30.3612673 59.9453188)
11827,POINT (30.43754409853769 59.86593845)
11828,POINT (30.00245252051089 60.05225685)
11829,POINT (30.3782979 59.94568889999999)
11832,POINT (30.3478592 60.0088351)
11834,POINT (30.15685781364661 59.8535699)
11835,POINT (30.1959014 59.85928000000001)
11836,POINT (30.4309367990494 59.8325182)
11837,POINT (30.25389605 59.84466635)
11838,POINT (30.3144168009571 59.9888253)
11839,POINT (30.2523813 59.9482489)
11840,POINT (30.3891637529335 59.70807195)
11841,POINT (30.3610337678492 59.9422354)
11842,POINT (30.4328604590523 59.9556286)
11843,POINT (30.4004235713296 59.86310605)
11844,POINT (30.4010634396669 59.874307)
11845,POINT (30.3038766 59.9325569)
11846,POINT (30.2996999057227 59.95322455)
11847,POINT (30.58414830000001 59.750601)
11848,POINT (30.3734752152539 59.95727040000001)
11849,POINT (30.4007 60.0128945)
11850,POINT (30.3207603 59.8787468)
11851,POINT (30.59371 59.74398620000001)
11852,POINT (30.4729605731879 59.9401385)
11854,POINT (30.40400956843531 59.9710528)
11855,POINT (30.3466053 59.9084321)
11856,POINT (30.34694812160289 59.98139490000001)
11857,POINT (30.34536043858369 60.0328997)
11858,POINT (30.46736198748869 59.94688135)
11860,POINT (30.3307054909552 59.99864029999999)
11864,POINT (29.9494791384193 60.09404995)
11865,POINT (30.3601605830355 59.8990707)
11866,POINT (30.3209695 59.876437)
11867,POINT (30.3676086363653 59.89991515)
11868,POINT (30.4176078385234 59.98792775)
11869,POINT (30.4250292459453 59.9564096)
11871,POINT (30.314543 59.8718519)
11872,POINT (30.4241495 59.9308671)
11873,POINT (30.4259300949299 60.00991070000001)
11874,POINT (30.4039839885509 59.92537395)
11875,POINT (30.4021207 59.7263514)
11876,POINT (30.4244265176772 59.9541245)
11877,POINT (30.3492979 59.91242270000001)
11878,POINT (30.342828 59.9460664)
11879,POINT (30.4201497204326 59.95839225)
11880,POINT (30.4031860783239 60.03586729999999)
11882,POINT (29.7819394713483 59.90897629999999)
11884,POINT (30.4258917901099 60.02555890000001)
11885,POINT (30.5785666807978 59.73141)
11886,POINT (30.3791361761079 59.8522537)
11887,POINT (30.3145415 59.87135060000001)
11889,POINT (30.4684549 59.95134745)
11891,POINT (30.2510156854713 59.84737710000001)
11892,POINT (30.3249497 59.91234100000001)
11893,POINT (30.3033955046512 59.9255899)
11894,POINT (30.2415154832151 59.8603986)
11896,POINT (30.29818517852 59.95997745)
11897,POINT (30.23477334734061 59.8560845)
11898,POINT (30.2927018888362 59.9245921)
11899,POINT (29.7872947 59.9911569)
11900,POINT (30.2108576391892 59.98365985)
11901,POINT (30.4611981 59.9010532)
11902,POINT (30.3171471798425 59.99131115)
11903,POINT (30.4846573946308 59.88131245)
11906,POINT (30.5046505370328 59.86045849999999)
11907,POINT (30.2968196 59.959708)
11908,POINT (30.4314488341304 59.9089743)
11909,POINT (30.2658363093612 60.00912515)
11910,POINT (30.5122127243607 59.8299566)
11911,POINT (30.2397097442777 59.98549925)
11912,POINT (30.36187215 59.8872332)
11913,POINT (30.4810555656702 59.88297375)
11914,POINT (30.3176066 59.9305411)
11915,POINT (30.47306780000001 59.8821695)
11917,POINT (30.308796 59.9269081)
11918,POINT (30.3673321 59.8725542)
11919,POINT (30.3111689 59.9359706)
11920,POINT (30.2930551 59.9855027)
11921,POINT (30.3324660699985 59.86066955)
11922,POINT (30.3740534133418 59.9337747)
11925,POINT (30.4192466 59.9220825)
11926,POINT (30.41442355 59.7307128)
11927,POINT (30.3170722 60.0149803)
11928,POINT (30.3504721 59.9361138)
11929,POINT (30.4271628501367 59.8912946)
11930,POINT (30.2947396191278 59.9190583)
11931,POINT (30.2575432273622 59.98539470000001)
11932,POINT (29.92139610000001 59.878295)
11933,POINT (30.4385864 59.67920820000001)
11934,POINT (30.3177905 59.8732692)
11935,POINT (30.4075679898324 59.9255952)
11936,POINT (30.1345421261424 59.8404517)
11937,POINT (30.3986537 60.015591)
11938,POINT (30.3896428878523 59.9998682)
11939,POINT (30.3552733979194 59.90509185)
11941,POINT (30.4141418 59.94853320000001)
11943,POINT (30.2968757 59.9188198)
11944,POINT (30.2776023503855 59.91973125)
11945,POINT (30.4159436074831 59.73237335)
11946,POINT (30.4320658395533 59.7156515)
11947,POINT (30.3070271 59.91088780000001)
11948,POINT (30.34565030282549 59.99748435)
11950,POINT (30.152258225075 59.83146775)
11952,POINT (30.08239210966461 59.74037595)
11953,POINT (30.3049735 59.9558655)
11955,POINT (30.3526597 59.9557714)
11956,POINT (30.3006586 59.9729919)
11957,POINT (30.3100257 59.9092052)
11958,POINT (30.3150887 59.91322020000001)
11959,POINT (30.3128262 59.9122947)
11960,POINT (30.3457873 59.9326053)
11961,POINT (30.241932 59.9523444)
11962,POINT (30.3290850269906 59.91269010000001)
11963,POINT (30.3364374 59.9340478)
11965,POINT (30.3549669 59.9491561)
11966,POINT (30.3301768 59.9228317)
11969,POINT (30.35911560000001 59.9410814)
11973,POINT (30.3472381 59.9221637)
11974,POINT (30.3487467 59.94052859999999)
11975,POINT (30.41089852745269 59.89154375)
11976,POINT (30.3423204 59.9476164)
11978,POINT (30.4265609617563 59.88562815)
11979,POINT (30.2804763 59.91825350000001)
11980,POINT (30.37323470997061 59.92558705)
11982,POINT (30.3187206 59.9214551)
11983,POINT (30.3515166 59.92470110000001)
11984,POINT (30.3770873 59.92634920000001)
11985,POINT (30.2719036 59.9020221)
11988,POINT (30.320967 59.87613520000001)
11989,POINT (30.3204033819444 59.95876695)
11990,POINT (30.2525823705876 59.8390423)
11991,POINT (30.3950699484294 60.04252445)
11992,POINT (30.381069 59.9276449)
11996,POINT (30.29299758324581 60.07447710000001)
11997,POINT (29.6945203087012 60.2370856)
11999,POINT (30.3727354 59.9357639)
12000,POINT (30.41806897092889 60.01420865)
12001,POINT (30.3243964 59.9559541)
12002,POINT (30.4821502571816 59.89397255)
12004,POINT (30.3623606755272 59.93856085)
12005,POINT (30.2943242465592 59.95641189999999)
12006,POINT (30.4223684991973 60.02370670000001)
12009,POINT (30.3448284485924 59.96058285)
12011,POINT (30.343519 59.9467598)
12012,POINT (30.2983459 59.9661787)
12013,POINT (30.3321581 59.9459067)
12014,POINT (30.3596995 59.9360395)
12015,POINT (30.269732055275 59.8892286)
12016,POINT (30.2625945 59.86663950000001)
12017,POINT (30.2704261 59.88866460000001)
12018,POINT (30.2655048 59.8933494)
12019,POINT (30.27532266792069 59.89048765)
12020,POINT (30.2676538 59.89278315)
12021,POINT (30.2693795 59.88636170000001)
12022,POINT (30.2408222 59.8562411)
12023,POINT (30.39408741918011 60.01632875)
12024,POINT (30.417547 59.72629499999999)
12025,POINT (30.4130369260366 59.7366025)
12026,POINT (30.2265905 59.9543965)
12027,POINT (30.3238993606373 59.90936445)
12028,POINT (30.4308435832699 59.88701815)
12029,POINT (30.46659660000001 59.8663414)
12030,POINT (30.2949289 59.8536039)
12031,POINT (30.3355277 59.850819)
12032,POINT (30.3424592809841 59.9124162)
12033,POINT (30.2996602869181 59.81266505)
12034,POINT (30.45160505 59.86540935)
12035,POINT (30.4328413683582 59.89183050000001)
12036,POINT (30.34021505 59.8616384)
12037,POINT (30.3282300275799 59.91476205)
12040,POINT (30.35346130000001 59.9327096)
12041,POINT (30.3450570166219 59.98944645)
12042,POINT (30.4390201 59.89321500000001)
12043,POINT (30.3792909517635 59.93382149999999)
12044,POINT (30.2135160744791 60.02806675)
12045,POINT (30.3518967401136 60.0004514)
12046,POINT (30.346969 59.9192991)
12047,POINT (30.5728668532492 59.74082410000001)
12048,POINT (30.59147265 59.7508298)
12049,POINT (30.413179643904 60.0076836)
12050,POINT (30.2248364 59.8329075)
12051,POINT (30.5187719 59.8307744)
12052,POINT (30.2757061 59.8677267)
12053,POINT (30.4082056019158 59.70482615)
12054,POINT (30.25927169959489 59.9727936)
12055,POINT (30.2685467091006 59.83752985)
12056,POINT (30.34972065809249 60.0027455)
12057,POINT (30.2153534042008 60.0267439)
12058,POINT (29.864822251151 59.8710458)
12059,POINT (30.415731 59.72225600000001)
12060,POINT (30.1670731 59.83615115)
12061,POINT (30.1819489944661 59.84934495)
12062,POINT (30.4231245 59.92289435)
12063,POINT (30.51871400000001 59.98470325)
12064,POINT (30.3965977445028 59.73493255)
12065,POINT (30.3122229035098 59.84324875)
12066,POINT (30.4019882218418 60.01342629999999)
12067,POINT (30.2464416 60.0323034)
12069,POINT (29.6962418 60.19976125)
12070,POINT (29.77251835 59.99847629999999)
12071,POINT (30.2901463643906 60.0277949)
12072,POINT (30.2208355505121 60.0071199)
12073,POINT (30.2852207 59.9849126)
12074,POINT (29.8604892178612 59.8766036)
12075,POINT (30.4125866352087 59.72101435)
12076,POINT (30.27480790013431 59.96389555)
12077,POINT (30.4319293 59.9608078)
12078,POINT (30.1129099483094 59.9947145)
12079,POINT (30.3117089979095 59.84507779999999)
12080,POINT (30.3874136394082 59.83580785)
12081,POINT (30.4458465266464 59.92024595)
12082,POINT (30.1475842694502 59.77696445)
12085,POINT (30.45553383023681 59.9201887)
12086,POINT (30.2743764459031 59.98636675)
12087,POINT (30.3929576737338 59.86545450000001)
12090,POINT (30.2705686149378 59.83961335)
12092,POINT (30.4055904 59.71009265)
12093,POINT (30.57351447006831 59.75127135)
12094,POINT (30.1118874749369 59.78174025)
12095,POINT (30.3115781 59.86415155)
12096,POINT (30.34018570000001 59.97284620000001)
12098,POINT (30.3810806612737 59.70331165)
12099,POINT (29.67185693251611 60.19652805)
12100,POINT (30.2709794 60.0187755)
12101,POINT (30.2784389021384 59.8780865)
12103,POINT (30.3984579060817 59.9681986)
12104,POINT (30.3954920374829 60.04482155)
12105,POINT (30.351102680816 59.90864455)
12107,POINT (30.2342979498768 59.85369525)
12108,POINT (30.4923147826693 59.91611425)
12109,POINT (30.4074665 59.9586314)
12110,POINT (30.173203609464 59.8384525)
12111,POINT (30.1781632262385 59.83062220000001)
12114,POINT (30.364314944375 60.01208715)
12115,POINT (30.2422787 60.012577)
12116,POINT (30.30584390000001 59.85398710000001)
12118,POINT (30.4713241 59.94213520000001)
12119,POINT (30.35384770000001 59.8396218)
12120,POINT (30.4065968 59.9224643)
12121,POINT (30.3716130529647 60.01528565)
12122,POINT (30.08343879929269 59.7387068)
12123,POINT (29.95608270248351 60.0996414)
12124,POINT (30.1752469 59.8463089)
12125,POINT (30.3061003481694 59.9924904)
12126,POINT (30.3013781452883 59.84743270000001)
12128,POINT (30.29494466845109 60.08788335)
12130,POINT (30.3390108698683 60.03194965)
12132,POINT (30.4067715195543 60.01980685)
12133,POINT (30.3400771 59.9718225)
12134,POINT (30.3825223145862 59.83248985)
12135,POINT (30.25635762625 59.8460804)
12136,POINT (30.3820125114782 60.04416970000001)
12137,POINT (30.4754113186072 59.9232538)
12138,POINT (29.888540528738 59.87560475)
12140,POINT (30.0211407 59.8504555)
12141,POINT (30.14599262713661 59.83151475)
12142,POINT (30.2458615484495 60.0011684)
12143,POINT (30.4590201487798 59.91829915)
12144,POINT (30.3458370512878 59.99272785)
12145,POINT (30.3251394442231 59.91161015)
12146,POINT (29.98685405 60.03521425)
12147,POINT (30.574972600063 59.74565205)
12148,POINT (30.3817703190652 59.84099395)
12149,POINT (30.2749315571181 59.98520025)
12150,POINT (30.27643114653931 59.84562585)
12151,POINT (30.2863465923499 60.03309770000001)
12152,POINT (30.3414182346714 59.83946415)
12153,POINT (30.4924767178365 59.93957370000001)
12154,POINT (30.4275594 59.71865079999999)
12155,POINT (30.3570715815527 60.00182475)
12156,POINT (30.376102 59.8702355)
12157,POINT (30.3152575460211 60.01939645)
12158,POINT (30.433264 59.684853)
12159,POINT (30.3286844 59.9154438)
12160,POINT (30.3939992 59.7408279)
12162,POINT (30.27522065 60.0189912)
12163,POINT (30.47695328472389 59.9004582)
12164,POINT (30.2161068 59.9852172)
12165,POINT (30.2111111 60.00813929999999)
12166,POINT (30.3918484980329 60.0191488)
12167,POINT (30.3946517 59.73371949999999)
12169,POINT (30.4114331 59.7179995)
12170,POINT (30.1982962879244 59.83478149999999)
12171,POINT (30.2886146543582 60.0313289)
12173,POINT (30.48702705 59.95776095)
12174,POINT (30.2735433051297 59.86696655)
12175,POINT (30.27271695194369 59.8654904)
12176,POINT (30.3134091 60.02378305)
12177,POINT (30.39556785 59.86533789999999)
12178,POINT (29.8982524128165 59.8738014)
12180,POINT (30.2740092 59.9966601)
12182,POINT (30.56238713668689 59.74714905)
12183,POINT (30.3428591080303 59.84202835)
12184,POINT (30.26995534984689 59.85390265)
12185,POINT (30.2601508157708 59.8372921)
12186,POINT (30.3922522389211 59.96996395)
12187,POINT (30.4304016503702 59.6837743)
12188,POINT (30.3300026 59.9233626)
12190,POINT (30.2862018027604 59.9154697)
12191,POINT (30.3731957908421 60.0000407)
12193,POINT (30.4090811 59.72253120000001)
12195,POINT (30.42561210000001 59.8382695)
12196,POINT (30.2753099271784 59.87805495)
12198,POINT (30.30566240000001 59.92497270000001)
12200,POINT (30.256071485185 59.83814295)
12201,POINT (30.1527899582404 59.78881975)
12202,POINT (30.3673932277133 59.8639075)
12203,POINT (30.3696268055366 60.03730735)
12204,POINT (30.4172758055953 59.89611975)
12205,POINT (30.2465551474432 59.90813325)
12206,POINT (30.3221085 59.9330932)
12208,POINT (30.4173534735541 59.95847635)
12209,POINT (30.4618505128744 59.9517412)
12210,POINT (30.47987545670511 59.94354795)
12212,POINT (30.3964686056092 59.974961)
12213,POINT (30.3855614 59.86309870000001)
12214,POINT (30.4988908 59.9501311)
12215,POINT (30.0365788 59.85175260000001)
12216,POINT (30.5917446389785 59.74485705)
12217,POINT (30.4910688 59.9490745)
12218,POINT (30.4150440796424 59.95794)
12219,POINT (30.56059695 59.7405277)
12220,POINT (30.42349409164489 59.88654865)
12223,POINT (30.60856 59.7430288)
12224,POINT (30.4242390125154 59.95500820000001)
12225,POINT (30.3583227953927 59.89661360000001)
12227,POINT (30.4228486584162 59.95763185)
12228,POINT (30.4045391 59.939004)
12229,POINT (30.3949366761991 59.83553489999999)
12230,POINT (30.4090811 59.72253120000001)
12231,POINT (30.4087539 59.72805379999999)
12232,POINT (30.3415108 59.9114595)
12234,POINT (30.4129447782435 59.95798739999999)
12235,POINT (30.41311289999999 59.9537873)
12236,POINT (30.4108813514777 59.9552358)
12237,POINT (30.3514271 59.9137611)
12238,POINT (30.3202621 59.88840940000001)
12239,POINT (30.31498430944289 59.87486070000001)
12240,POINT (30.30356530327209 59.84924665)
12241,POINT (30.4076432 59.7232423)
12242,POINT (30.404305 59.7202235)
12243,POINT (30.34223585 59.91220715)
12244,POINT (30.3105077 59.9158709)
12246,POINT (30.4980558 59.94196850000001)
12247,POINT (30.4913283377836 59.9602687)
12248,POINT (30.0213645 59.85293860000001)
12249,POINT (30.3483852896508 59.9846808)
12251,POINT (30.2989521073385 59.91485055)
12252,POINT (30.3745102239889 59.85142320000001)
12253,POINT (30.3043891095266 59.9120157)
12254,POINT (30.31879869999999 59.958212)
12255,POINT (30.4025752015677 59.8775911)
12256,POINT (30.3020276 59.92572239999999)
12258,POINT (30.3237536 59.916671)
12260,POINT (30.31148 59.96567270000001)
12262,POINT (30.240626 59.9305285)
12263,POINT (30.3052701 59.9239149)
12265,POINT (29.76583189999999 59.9980696)
12267,POINT (29.7659848 59.9969568)
12268,POINT (30.2674875 59.8798839)
12270,POINT (30.2822588 59.92735620000001)
12271,POINT (30.2376823 59.9363844)
12272,POINT (30.2320351 59.9379587)
12273,POINT (29.7858376 59.98798100000001)
12274,POINT (30.2488806 59.83874265)
12275,POINT (30.480875772765 59.9251584)
12276,POINT (30.4995823074117 59.92453345)
12277,POINT (30.4537527410407 59.88258505)
12278,POINT (30.16018305 59.83185385)
12279,POINT (30.2061488628413 59.85266655)
12280,POINT (30.1833285 59.8373544)
12281,POINT (30.4883613964568 59.8429036)
12282,POINT (30.4918978340016 59.84135165)
12284,POINT (30.3162877 59.9606669)
12285,POINT (30.3499865 59.9451515)
12286,POINT (30.3045409 59.8740542)
12287,POINT (30.3232025 60.0154542)
12289,POINT (29.7803910407918 59.99317979999999)
12291,POINT (30.3235669738522 60.016611)
12292,POINT (30.3970197 60.0136343)
12293,POINT (29.8951910496585 59.877019)
12294,POINT (30.2998717 59.951876)
12295,POINT (30.31197075 60.0257538)
12296,POINT (30.4142326342119 59.94931595)
12297,POINT (30.4226706388727 60.04131155)
12298,POINT (30.346423466504 60.00953355)
12299,POINT (30.4695950192448 59.8734623)
12302,POINT (30.2595280937917 59.89487585)
12303,POINT (30.4124848298673 60.0315382)
12304,POINT (30.4876377176024 59.88650085)
12306,POINT (30.6188956290099 59.73921239999999)
12307,POINT (30.3840887 59.94000165)
12308,POINT (30.4699527 59.8825128)
12309,POINT (30.3491704 59.9111544)
12310,POINT (30.343719 60.0127731)
12314,POINT (30.4205244388727 60.03872425)
12315,POINT (30.3314064183374 60.04526185)
12316,POINT (29.8652574 59.8822519)
12317,POINT (30.3340762876247 60.0412155)
12318,POINT (30.3516859463793 60.04787385)
12319,POINT (30.2692137114095 60.010569)
12320,POINT (30.4289149092165 59.89739105)
12321,POINT (30.3003352179584 59.9614348)
12324,POINT (30.4306 59.7196662)
12326,POINT (30.2987967040028 59.96212325)
12328,POINT (30.2727508268444 59.98427370000001)
12330,POINT (30.2935353222656 59.93360375)
12331,POINT (30.3103192 59.9137086)
12332,POINT (30.3109188921588 59.91344295)
12333,POINT (30.3702305066251 59.92735455)
12335,POINT (30.3686023 59.9297591)
12338,POINT (30.285615858708 59.9181044)
12339,POINT (30.2995493867676 59.91675965)
12340,POINT (30.3738683 59.9366424)
12342,POINT (30.3271574 59.9128909)
12344,POINT (30.3718486718223 59.92641629999999)
12345,POINT (30.3484497 59.9452407)
12350,POINT (30.4279257836167 60.0292235)
12351,POINT (30.1627148 59.860229)
12352,POINT (30.4102639971543 60.0438627)
12353,POINT (30.2951849290834 59.96135875)
12354,POINT (30.3440384 59.964096)
12355,POINT (30.2986933 59.9642291)
12357,POINT (30.4081154006187 60.04412325)
12358,POINT (30.2807668249676 59.91232125)
12359,POINT (30.3322351882661 59.95740309999999)
12360,POINT (30.2731509035352 60.04511635)
