1184,3
1185,125
1186,50
1187,27
1188,25
1189,28
1190,3
1191,7
1192,49
1193,4
1194,6
1195,94
1196,27
1197,39
1198,9
1199,3
1200,3
1201,146
1202,3
1203,22
1204,4
1205,31
1206,2
1207,10
1208,14
1209,3
1210,28
1211,5
1212,6
1213,14
1214,15
1215,3
1216,20
1217,31
1218,18
1219,8
1220,8
1221,2
1222,2
1223,8
1224,4
1225,53
1226,6
1227,110
1228,164
1229,2
1230,35
1231,43
1232,3
1233,23
1234,3
1235,19
1236,3
1237,16
1238,5
1239,182
1240,4
1241,33
1242,3
1243,85
1244,32
1245,18
1246,18
1247,31
1248,7
1249,18
1250,45
1251,8
1252,2
1253,9
1254,3
1255,252
1256,2
1257,40
1258,6
1259,24
1260,7
1261,4
1262,7
1263,59
1264,5
1265,2
1266,14
1267,3
1268,8
1269,201
1270,167
1271,16
1272,27
1273,132
1274,3
1275,19
1276,106
1277,18
1278,16
1279,43
1280,2
1281,19
1282,44
1283,67
1284,20
1285,3
1286,75
1287,3
1288,71
1289,2
1290,21
1291,12
1292,48
1293,8
1294,37
1295,3
1296,14
1297,24
1298,3
1299,2
1300,3
1301,4
1437,2
1438,112
1439,49
1440,24
1441,50
1442,6
1443,20
1444,25
1445,2
1446,4
1447,2
1448,2
1449,52
1450,5
1451,34
1452,18
1453,8
1454,11
1455,2
1456,49
1457,26
1458,45
1459,4
1460,3
1461,4
1462,3
1463,2
1464,3
1465,17
1466,45
1467,34
1468,21
1469,3
1470,11
1471,32
1472,2
1473,25
1474,3
1475,10
1476,26
1477,43
1478,139
1479,20
1480,11
1481,11
1482,8
1483,5
1484,40
1485,2
1486,16
1487,2
1488,25
1489,6
1490,35
1491,9
1492,49
1493,18
1494,55
1495,6
1496,106
1497,16
1498,2
1499,0
1500,33
1501,4
1502,12
1503,4
1504,10
1505,8
1506,3
1507,10
1508,20
1509,3
1510,21
1511,25
1512,3
1513,4
1514,2
1515,3
1516,9
1517,9
1518,2
1519,2
1520,2
1521,2
1522,2
1523,0
1524,17
1525,9
1526,25
1527,2
1528,6
1529,6
1530,5
1531,32
1532,24
1533,2
1534,10
1535,9
1536,15
1537,2
1538,45
1539,13
1540,287
1541,11
1542,2
1543,35
1544,11
1545,0
1546,17
1547,31
1548,56
1549,11
1550,3
1551,2
1552,46
1553,2
1554,4
1555,9
1556,10
1557,4
1558,10
1559,2
1560,32
1561,5
1562,6
1563,8
1564,5
1565,21
1566,6
1567,48
1568,3
1569,12
1570,18
1571,20
1572,10
1573,12
1574,21
1575,12
1576,8
1577,4
1578,25
1579,226
1580,2
1581,5
1582,68
1583,2
1584,95
1585,10
1586,11
1587,2
1588,3
1589,18
1590,61
1591,54
1592,2
1593,420
1594,7
1595,150
1596,25
1597,26
1598,236
1599,64
1600,6
1601,10
1602,25
1603,14
1604,120
1605,4
1606,3
1607,25
1608,28
1609,99
1610,26
1611,37
1612,55
1613,7
1614,20
1615,12
1616,16
1617,256
1618,17
1619,21
1620,375
1621,12
1622,2
1623,6
1624,4
1625,21
1626,52
1627,2
1628,292
1629,32
1630,74
1631,5
1632,20
1633,2
1634,8
1635,4
1636,3
1637,20
1638,20
1639,26
1640,24
1641,31
1642,9
1643,24
1644,31
1645,5
1646,2
1647,14
1648,6
1649,6
1650,4
1651,3
1652,26
1653,3
1654,7
1655,16
1656,8
1657,3
1805,8
1806,37
1807,8
1808,60
1809,9
1810,2
1811,5
1812,26
1813,3
1814,8
1815,16
1816,0
1817,59
1818,20
1819,0
1820,69
1821,8
1822,2
1823,16
1824,15
1825,55
1826,4
1827,2
1828,9
1829,13
1830,33
1831,17
1832,10
1833,4
1834,18
1835,14
1836,0
1837,11
1838,30
1839,19
1840,29
1841,6
1842,34
1843,16
1844,47
1845,7
1846,33
1847,33
1848,18
1849,58
1850,17
1851,2
1852,3
1853,40
1854,3
1855,9
1856,4
1857,9
1858,38
1859,12
1860,85
1861,2
1862,2
1863,38
1864,143
1865,26
1866,32
1867,15
1868,29
1869,11
1870,40
1871,18
1872,8
1873,12
1874,5
1875,2
1876,11
1877,3
1878,3
1879,12
1880,2
1881,15
1882,23
1883,4
1884,11
1885,8
1886,19
1887,3
1888,6
1889,103
1890,11
1891,9
1892,5
1893,2
1894,67
1895,12
1896,8
1897,21
1898,191
1899,11
1900,32
1901,33
1902,2
1903,27
1904,4
1905,35
1906,5
1907,2
1908,22
1909,19
1910,9
1911,2
1912,10
1913,3
1914,3
1915,4
1916,6
1917,4
1918,21
1919,2
1920,3
1921,47
1922,3
1923,32
1924,3
1925,91
1926,27
1927,7
1928,56
1929,28
1930,11
1931,15
1932,31
1933,3
1934,13
1935,101
1936,2
1937,128
1938,7
1939,26
1940,15
1941,47
1942,12
1943,54
1944,28
1945,9
1946,8
1947,9
1948,11
1949,27
1950,4
1951,5
1952,41
1953,55
1954,3
1955,6
1956,45
1957,25
1958,6
1959,3
1960,9
1961,64
1962,13
1963,3
1964,8
1965,4
1966,6
1967,2
1968,48
1969,13
1970,99
1971,4
1972,76
1973,11
1974,28
1975,12
1976,64
1977,17
1978,4
1979,5
1980,28
1981,16
1982,6
1983,23
1984,50
1985,2
1986,40
1987,3
1988,6
1989,19
1990,5
1991,62
1992,2
1993,214
1994,41
1995,15
1996,124
1997,73
1998,48
1999,144
2000,23
2001,30
2002,38
2003,16
2004,5
2005,6
2006,33
2007,3
2008,8
2009,8
2010,7
2011,3
2012,44
2013,3
2014,19
2015,2
2016,3
2138,5
2139,2
2140,34
2141,2
2142,26
2143,3
2144,7
2145,53
2146,4
2147,3
2148,12
2149,3
2150,22
2151,2
2152,27
2153,7
2154,44
2155,2
2156,5
2157,21
2158,2
2159,23
2160,10
2161,4
2162,28
2163,3
2164,6
2165,2
2166,2
2167,2
2168,2
2169,51
2170,6
2171,2
2172,4
2173,32
2174,7
2175,6
2176,63
2177,11
2178,8
2179,2
2180,25
2181,38
2182,5
2183,109
2184,31
2185,69
2186,64
2187,3
2188,108
2189,4
2190,55
2191,0
2192,13
2193,76
2194,9
2195,9
2196,38
2197,35
2198,15
2199,0
2200,11
2201,2
2202,192
2203,18
2204,238
2205,34
2206,15
2207,30
2208,4
2209,22
2210,4
2211,2
2212,6
2213,80
2214,62
2215,23
2216,48
2217,51
2218,8
2219,4
2220,10
2221,14
2222,6
2223,69
2224,26
2225,29
2226,3
2227,2
2228,8
2229,12
2230,60
2231,4
2232,37
2233,5
2234,119
2235,87
2236,45
2237,63
2238,26
2239,24
2240,9
2241,6
2242,3
2243,27
2244,5
2245,152
2246,12
2247,58
2248,12
2249,46
2250,3
2251,5
2252,3
2253,111
2254,5
2255,42
2256,35
2257,13
2258,2
2259,6
2260,56
2261,81
2262,20
2263,25
2264,23
2265,12
2266,9
2267,15
2268,292
2269,4
2270,22
2271,115
2272,19
2273,243
2274,4
2275,108
2276,2
2277,16
2278,9
2279,2
2280,121
2281,6
2282,24
2283,8
2284,127
2285,3
2286,14
2287,124
2288,3
2289,25
2290,98
2291,35
2292,6
2293,45
2294,22
2295,44
2296,3
2297,50
2298,7
2299,18
2300,61
2301,3
2302,34
2303,6
2304,32
2305,44
2306,11
2307,162
2308,20
2309,12
2310,14
2311,22
2312,4
2313,6
2314,54
2315,25
2316,7
2317,30
2318,15
2319,3
2320,18
2321,33
2322,139
2323,114
2324,40
2325,6
2326,5
2327,42
2328,4
2329,2
2330,12
2331,30
2332,6
2333,4
2334,2
2335,4
2336,8
2337,22
2338,70
2339,9
2340,3
2341,12
2342,3
2343,6
2344,4
2345,60
2346,178
2347,2
2348,21
2349,4
2350,8
2511,13
2512,60
2513,15
2514,2
2515,5
2516,6
2517,8
2518,49
2519,143
2520,23
2521,16
2522,5
2523,52
2524,3
2525,19
2526,35
2527,241
2528,60
2529,15
2530,37
2531,18
2532,18
2533,8
2534,65
2535,9
2536,3
2537,214
2538,11
2539,20
2540,2
2541,35
2542,4
2543,4
2544,11
2545,3
2546,26
2547,5
2548,3
2549,11
2550,48
2551,112
2552,4
2553,118
2554,11
2555,184
2556,21
2557,31
2558,2
2559,3
2560,36
2561,23
2562,116
2563,29
2564,2
2565,2
2566,7
2567,3
2568,11
2569,26
2570,53
2571,50
2572,11
2573,36
2574,39
2575,3
2576,4
2577,8
2578,3
2579,2
2580,26
2581,11
2582,4
2583,14
2584,15
2585,5
2586,6
2587,3
2588,58
2589,4
2590,14
2591,30
2592,3
2593,2
2594,11
2595,19
2596,5
2597,10
2598,5
2599,10
2600,20
2601,10
2602,81
2603,10
2604,6
2605,174
2606,27
2607,72
2608,22
2609,5
2610,3
2611,3
2612,17
2613,9
2614,2
2615,90
2616,11
2617,60
2618,47
2619,80
2620,6
2621,35
2622,8
2623,17
2624,7
2625,10
2626,10
2627,2
2628,26
2629,36
2630,73
2631,70
2632,57
2633,68
2634,16
2635,5
2636,5
2637,5
2638,18
2639,18
2640,32
2641,4
2642,29
2643,11
2644,91
2645,6
2646,26
2647,5
2648,14
2649,22
2650,14
2651,86
2652,4
2653,55
2654,8
2655,18
2656,3
2657,21
2658,16
2659,11
2660,4
2661,73
2662,6
2663,11
2664,11
2665,86
2666,2
2667,5
2668,10
2669,28
2670,22
2671,25
2672,21
2673,36
2674,4
2675,24
2676,9
2677,6
2678,4
2679,0
2680,2
2681,12
2682,27
2683,132
2684,2
2685,39
2686,28
2687,85
2688,5
2689,31
2690,14
2691,239
2692,6
2693,26
2694,2
2695,6
2696,7
2697,34
2698,6
2699,52
2700,0
2701,21
2702,3
2703,3
2704,16
2705,10
2706,18
2707,97
2708,2
2838,31
2839,4
2840,36
2841,15
2842,6
2843,37
2844,6
2845,55
2846,3
2847,4
2848,29
2849,2
2850,22
2851,17
2852,24
2853,21
2854,3
2855,2
2856,2
2857,47
2858,8
2859,0
2860,33
2861,2
2862,22
2863,8
2864,22
2865,3
2866,19
2867,23
2868,9
2869,19
2870,225
2871,2
2872,7
2873,43
2874,50
2875,8
2876,6
2877,26
2878,2
2879,6
2880,19
2881,2
2882,6
2883,7
2884,59
2885,3
2886,7
2887,18
2888,18
2889,3
2890,8
2891,3
2892,12
2893,21
2894,3
2895,29
2896,135
2897,10
2898,4
2899,9
2900,21
2901,6
2902,22
2903,13
2904,5
2905,34
2906,24
2907,0
2908,18
2909,5
2910,88
2911,68
2912,39
2913,27
2914,27
2915,3
2916,4
2917,15
2918,9
2919,28
2920,6
2921,58
2922,5
2923,6
2924,6
2925,23
2926,41
2927,0
2928,3
2929,30
2930,10
2931,8
2932,5
2933,19
2934,2
2935,8
2936,6
2937,25
2938,9
2939,0
2940,5
2941,11
2942,45
2943,37
2944,26
2945,8
2946,173
2947,187
2948,20
2949,3
2950,9
2951,250
2952,13
2953,39
2954,13
2955,18
2956,5
2957,21
2958,8
2959,17
2960,23
2961,5
2962,7
2963,93
2964,6
2965,34
2966,3
2967,107
2968,79
2969,20
2970,54
2971,7
2972,3
2973,189
2974,36
2975,247
2976,9
2977,24
2978,39
2979,11
2980,9
2981,14
2982,15
2983,51
2984,30
2985,9
2986,7
2987,7
2988,5
2989,109
2990,3
2991,3
2992,26
2993,37
2994,3
2995,25
2996,6
2997,16
2998,2
2999,4
3000,17
3001,21
3002,41
3003,4
3004,3
3005,121
3006,12
3007,9
3008,4
3009,21
3010,5
3011,3
3012,32
3013,14
3014,16
3015,15
3016,23
3017,20
3018,190
3019,2
3020,189
3021,269
3022,2
3023,2
3024,8
3025,4
3026,6
3027,2
3028,111
3029,134
3030,32
3031,3
3032,35
3033,10
3034,24
3035,42
3036,9
3037,54
3038,5
3039,7
3040,2
3041,17
3042,0
3043,7
3044,3
3045,5
3046,22
3047,5
3048,11
3188,15
3189,24
3190,8
3191,22
3192,24
3193,10
3194,18
3195,13
3196,13
3197,131
3198,7
3199,10
3200,16
3201,17
3202,61
3203,14
3204,54
3205,5
3206,13
3207,2
3208,5
3209,25
3210,248
3211,22
3212,3
3213,229
3214,39
3215,3
3216,5
3217,4
3218,3
3219,24
3220,18
3221,60
3222,13
3223,2
3224,37
3225,9
3226,9
3227,6
3228,12
3229,48
3230,5
3231,46
3232,9
3233,18
3234,10
3235,50
3236,8
3237,3
3238,2
3239,18
3240,3
3241,3
3242,11
3243,76
3244,6
3245,41
3246,3
3247,8
3248,30
3249,15
3250,10
3251,61
3252,2
3253,2
3254,3
3255,19
3256,108
3257,80
3258,70
3259,3
3260,6
3261,37
3262,19
3263,3
3264,9
3265,34
3266,18
3267,31
3268,66
3269,21
3270,4
3271,21
3272,4
3273,7
3274,16
3275,3
3276,12
3277,71
3278,3
3279,6
3280,8
3281,19
3282,27
3283,14
3284,214
3285,7
3286,190
3287,3
3288,239
3289,10
3290,25
3291,54
3292,4
3293,66
3294,41
3295,3
3296,11
3297,9
3298,40
3299,54
3300,9
3301,14
3302,18
3303,6
3304,4
3305,18
3306,3
3307,3
3308,30
3309,74
3310,23
3311,59
3312,3
3313,47
3314,95
3315,4
3316,87
3317,16
3318,9
3319,38
3320,27
3321,16
3322,23
3323,2
3324,4
3325,32
3326,57
3327,3
3328,2
3329,37
3330,61
3331,26
3332,5
3333,14
3334,60
3335,11
3336,10
3337,6
3338,26
3339,29
3340,14
3341,15
3342,11
3343,54
3344,5
3345,51
3346,21
3347,99
3348,2
3349,9
3350,16
3351,10
3352,18
3353,74
3354,49
3355,3
3356,53
3357,2
3358,38
3359,45
3360,3
3361,2
3362,35
3363,91
3364,9
3365,3
3366,99
3367,55
3368,25
3369,32
3370,41
3371,23
3372,18
3373,6
3374,8
3375,2
3376,9
3377,8
3378,25
3379,19
3380,11
3381,32
3382,3
3383,20
3384,122
3385,16
3386,45
3387,44
3388,11
3389,2
3390,3
3391,29
3392,9
3393,3
3394,11
3395,34
3396,6
3397,44
3398,2
3399,72
3400,3
3401,6
3402,4
3403,2
3542,5
3543,16
3544,2
3545,56
3546,8
3547,30
3548,29
3549,19
3550,2
3551,78
3552,16
3553,30
3554,28
3555,2
3556,16
3557,6
3558,10
3559,93
3560,9
3561,25
3562,2
3563,2
3564,47
3565,40
3566,2
3567,6
3568,8
3569,7
3570,27
3571,2
3572,3
3573,8
3574,4
3575,67
3576,16
3577,27
3578,39
3579,4
3580,28
3581,30
3582,19
3583,6
3584,3
3585,13
3586,7
3587,3
3588,8
3589,23
3590,3
3591,248
3592,7
3593,3
3594,38
3595,27
3596,39
3597,8
3598,5
3599,3
3600,8
3601,12
3602,19
3603,20
3604,3
3605,0
3606,0
3607,11
3608,21
3609,30
3610,66
3611,8
3612,37
3613,49
3614,39
3615,6
3616,22
3617,3
3618,25
3619,10
3620,4
3621,5
3622,33
3623,77
3624,4
3625,3
3626,53
3627,58
3628,89
3629,2
3630,4
3631,6
3632,2
3633,27
3634,3
3635,14
3636,36
3637,3
3638,2
3639,3
3640,18
3641,62
3642,66
3643,35
3644,33
3645,29
3646,20
3647,12
3648,2
3649,3
3650,3
3651,5
3652,7
3653,8
3654,43
3655,3
3656,3
3657,12
3658,12
3659,9
3660,6
3661,2
3662,2
3663,39
3664,16
3665,19
3666,18
3667,4
3668,42
3669,8
3670,29
3671,7
3672,7
3673,4
3674,3
3675,27
3676,225
3677,50
3678,11
3679,43
3680,4
3681,41
3682,109
3683,15
3684,4
3685,13
3686,55
3687,33
3688,8
3689,6
3690,72
3691,6
3692,23
3693,22
3694,8
3695,13
3696,4
3697,2
3698,26
3699,31
3700,44
3701,63
3702,35
3703,56
3704,3
3705,2
3706,3
3707,41
3708,4
3709,17
3710,2
3711,252
3712,6
3713,6
3714,8
3715,11
3716,28
3717,33
3718,19
3719,10
3720,6
3721,8
3722,2
3723,5
3724,128
3725,73
3726,25
3727,3
3728,6
3729,7
3730,3
3731,14
3732,11
3733,78
3734,164
3735,48
3736,35
3737,12
3738,24
3739,8
3740,2
3741,6
3742,76
3743,77
3744,3
3745,4
3746,66
3859,8
3860,2
3861,342
3862,3
3863,41
3864,3
3865,8
3866,15
3867,87
3868,23
3869,9
3870,81
3871,49
3872,56
3873,35
3874,2
3875,2
3876,12
3877,19
3878,18
3879,0
3880,3
3881,36
3882,185
3883,13
3884,22
3885,13
3886,48
3887,156
3888,24
3889,4
3890,96
3891,2
3892,22
3893,7
3894,2
3895,8
3896,16
3897,15
3898,5
3899,5
3900,4
3901,0
3902,10
3903,10
3904,32
3905,10
3906,6
3907,13
3908,11
3909,16
3910,47
3911,6
3912,10
3913,2
3914,46
3915,7
3916,14
3917,11
3918,8
3919,89
3920,201
3921,5
3922,29
3923,22
3924,12
3925,15
3926,67
3927,0
3928,5
3929,21
3930,8
3931,32
3932,3
3933,27
3934,45
3935,13
3936,20
3937,12
3938,7
3939,2
3940,6
3941,45
3942,18
3943,9
3944,12
3945,4
3946,14
3947,20
3948,38
3949,29
3950,8
3951,36
3952,12
3953,36
3954,33
3955,219
3956,5
3957,50
3958,107
3959,7
3960,23
3961,4
3962,179
3963,29
3964,15
3965,46
3966,16
3967,29
3968,67
3969,4
3970,9
3971,44
3972,2
3973,2
3974,16
3975,2
3976,10
3977,7
3978,3
3979,28
3980,36
3981,2
3982,5
3983,12
3984,3
3985,2
3986,25
3987,28
3988,3
3989,4
3990,9
3991,41
3992,17
3993,17
3994,8
3995,23
3996,8
3997,112
3998,24
3999,2
4000,45
4001,8
4002,38
4003,6
4004,126
4005,22
4006,10
4007,22
4008,7
4009,2
4010,6
4011,39
4012,2
4013,2
4014,40
4015,6
4016,12
4017,9
4018,5
4019,10
4020,38
4021,14
4022,3
4023,16
4024,110
4025,5
4026,114
4027,55
4028,70
4029,48
4030,101
4031,15
4032,2
4033,8
4034,9
4035,56
4036,159
4037,9
4038,38
4039,32
4040,3
4041,26
4042,24
4043,14
4044,13
4045,74
4046,3
4047,22
4048,3
4049,3
4050,57
4051,14
4052,26
4053,40
4054,3
4055,44
4056,21
4057,2
4058,68
4059,7
4060,2
4061,3
4062,3
4063,25
4064,22
4065,23
4066,24
4067,314
4068,12
4069,29
4070,5
4071,5
4072,4
4073,50
4074,4
4075,12
4076,3
4077,4
4078,40
4079,49
4080,11
4081,2
4082,10
4083,10
4084,3
4085,8
4086,5
4232,8
4233,3
4234,9
4235,6
4236,40
4237,18
4238,3
4239,26
4240,13
4241,2
4242,4
4243,12
4244,47
4245,2
4246,6
4247,73
4248,22
4249,6
4250,0
4251,15
4252,76
4253,48
4254,5
4255,12
4256,3
4257,2
4258,2
4259,37
4260,35
4261,20
4262,6
4263,2
4264,2
4265,5
4266,16
4267,110
4268,142
4269,25
4270,2
4271,8
4272,6
4273,22
4274,29
4275,12
4276,2
4277,8
4278,137
4279,8
4280,2
4281,12
4282,80
4283,3
4284,6
4285,2
4286,2
4287,3
4288,6
4289,16
4290,17
4291,68
4292,8
4293,3
4294,6
4295,0
4296,9
4297,9
4298,2
4299,12
4300,21
4301,6
4302,11
4303,24
4304,2
4305,3
4306,85
4307,15
4308,33
4309,25
4310,31
4311,9
4312,53
4313,35
4314,6
4315,25
4316,3
4317,6
4318,26
4319,30
4320,3
4321,32
4322,4
4323,18
4324,23
4325,20
4326,16
4327,44
4328,3
4329,51
4330,61
4331,23
4332,27
4333,13
4334,16
4335,251
4336,61
4337,50
4338,38
4339,9
4340,21
4341,18
4342,3
4343,13
4344,33
4345,11
4346,2
4347,64
4348,112
4349,6
4350,71
4351,12
4352,18
4353,6
4354,99
4355,3
4356,3
4357,8
4358,79
4359,18
4360,12
4361,15
4362,2
4363,21
4364,28
4365,9
4366,35
4367,39
4368,6
4369,9
4370,38
4371,22
4372,16
4373,15
4374,18
4375,10
4376,8
4377,72
4378,14
4379,8
4380,220
4381,9
4382,96
4383,7
4384,5
4385,5
4386,9
4387,16
4388,26
4389,16
4390,104
4391,8
4392,58
4393,2
4394,73
4395,28
4396,34
4397,30
4398,2
4399,8
4400,7
4401,8
4402,4
4403,8
4404,79
4405,15
4406,16
4407,3
4408,2
4409,18
4410,7
4411,5
4412,23
4413,8
4414,14
4415,284
4416,3
4417,3
4418,89
4419,2
4420,39
4421,4
4422,9
4555,9
4556,36
4557,2
4558,6
4559,17
4560,33
4561,67
4562,22
4563,9
4564,28
4565,17
4566,26
4567,41
4568,175
4569,32
4570,12
4571,16
4572,10
4573,3
4574,39
4575,3
4576,2
4577,3
4578,16
4579,32
4580,21
4581,6
4582,56
4583,18
4584,27
4585,12
4586,13
4587,10
4588,2
4589,16
4590,6
4591,3
4592,88
4593,16
4594,2
4595,25
4596,15
4597,7
4598,59
4599,41
4600,2
4601,270
4602,9
4603,20
4604,14
4605,20
4606,16
4607,6
4608,32
4609,13
4610,0
4611,8
4612,3
4613,24
4614,97
4615,4
4616,15
4617,28
4618,3
4619,6
4620,26
4621,7
4622,29
4623,25
4624,248
4625,6
4626,49
4627,3
4628,8
4629,28
4630,44
4631,14
4632,9
4633,2
4634,5
4635,42
4636,4
4637,9
4638,8
4639,3
4640,25
4641,4
4642,5
4643,5
4644,152
4645,2
4646,3
4647,27
4648,42
4649,6
4650,3
4651,9
4652,6
4653,41
4654,126
4655,44
4656,13
4657,11
4658,16
4659,5
4660,18
4661,6
4662,9
4663,10
4664,7
4665,9
4666,7
4667,45
4668,6
4669,22
4670,17
4671,31
4672,11
4673,14
4674,13
4675,9
4676,51
4677,64
4678,8
4679,292
4680,24
4681,18
4682,24
4683,15
4684,29
4685,8
4686,2
4687,4
4688,9
4689,3
4690,160
4691,10
4692,48
4693,2
4694,15
4695,10
4696,82
4697,5
4698,44
4699,8
4700,70
4701,20
4702,27
4703,12
4704,12
4705,25
4706,24
4707,22
4708,5
4709,19
4710,107
4711,5
4712,13
4713,4
4714,9
4715,23
